time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,country,city,date,month,year,rainfall_lag1
1/2/2010,51,27.3,24.3,25.7,28.8,26.6,27.6,6:19:00 AM,5:58:00 PM,15.31,2.0,2.0,0,11,22.5,36.0,36,3.77,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-02,1,2010,0.0
1/3/2010,51,26.3,24.2,25.2,28.4,26.0,27.1,6:20:00 AM,5:58:00 PM,15.44,1.4,1.4,0,7,22.7,34.2,26,3.52,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-03,1,2010,2.0
1/4/2010,2,26.5,23.5,24.9,28.8,24.5,26.3,6:20:00 AM,5:59:00 PM,18.62,0.0,0.0,0,0,19.5,33.1,9,4.32,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-04,1,2010,1.4
1/5/2010,3,26.8,23.4,25.1,28.6,24.7,25.9,6:21:00 AM,5:59:00 PM,22.31,0.0,0.0,0,0,20.9,34.2,7,5.33,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-05,1,2010,0.0
1/6/2010,3,27.1,24.5,25.7,27.8,25.4,26.4,6:21:00 AM,6:00:00 PM,16.78,0.0,0.0,0,0,22.1,34.6,23,4.76,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-06,1,2010,0.0
1/7/2010,63,27.5,23.3,25.3,28.3,25.5,26.9,6:21:00 AM,6:00:00 PM,13.32,15.6,15.6,0,12,23.1,37.1,356,3.58,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-07,1,2010,0.0
1/8/2010,53,26.0,23.4,24.9,30.6,27.2,28.9,6:22:00 AM,6:01:00 PM,8.87,1.8,1.8,0,8,14.1,31.7,80,1.85,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-08,1,2010,15.6
1/9/2010,53,28.2,24.4,26.2,33.3,28.7,30.6,6:22:00 AM,6:01:00 PM,19.17,2.2,2.2,0,5,17.3,28.1,118,3.65,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-09,1,2010,1.8
1/10/2010,51,27.9,24.3,25.9,33.1,28.8,30.6,6:22:00 AM,6:02:00 PM,19.44,0.5,0.5,0,3,15.0,27.4,90,3.64,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-10,1,2010,2.2
1/11/2010,51,28.2,23.9,26.1,35.0,28.7,31.0,6:22:00 AM,6:02:00 PM,20.2,0.5,0.5,0,5,11.5,21.2,83,3.9,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-11,1,2010,0.5
1/12/2010,61,28.0,23.8,25.6,34.0,28.4,30.4,6:23:00 AM,6:03:00 PM,18.49,7.6,7.6,0,12,11.1,20.9,40,3.54,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-12,1,2010,0.5
1/13/2010,51,27.8,24.8,26.4,33.4,29.1,30.7,6:23:00 AM,6:03:00 PM,18.17,1.2,1.2,0,9,15.3,24.1,80,3.68,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-13,1,2010,7.6
1/14/2010,51,28.0,25.0,26.5,31.7,27.7,29.7,6:23:00 AM,6:04:00 PM,19.18,0.9,0.9,0,4,20.0,32.8,61,4.04,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-14,1,2010,1.2
1/15/2010,2,27.1,24.9,26.1,30.6,27.2,28.1,6:24:00 AM,6:04:00 PM,19.33,0.0,0.0,0,0,19.4,31.3,41,4.54,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-15,1,2010,0.9
1/16/2010,53,26.9,24.8,25.6,30.1,27.2,28.3,6:24:00 AM,6:05:00 PM,16.06,8.2,8.2,0,21,22.4,37.8,46,3.35,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-16,1,2010,0.0
1/17/2010,51,27.4,25.1,26.2,29.2,27.2,28.0,6:24:00 AM,6:05:00 PM,17.18,1.0,1.0,0,6,25.8,41.0,31,4.15,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-17,1,2010,8.2
1/18/2010,51,26.5,25.1,25.6,29.3,27.0,28.0,6:24:00 AM,6:06:00 PM,14.09,3.1,3.1,0,17,20.2,32.8,37,3.34,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-18,1,2010,1.0
1/19/2010,2,27.5,24.9,26.0,30.3,26.3,27.9,6:24:00 AM,6:06:00 PM,18.8,0.0,0.0,0,0,21.3,33.8,36,4.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-19,1,2010,3.1
1/20/2010,2,27.5,24.5,25.9,29.7,25.8,27.4,6:25:00 AM,6:06:00 PM,19.55,0.0,0.0,0,0,19.2,31.7,29,4.74,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-20,1,2010,0.0
1/21/2010,2,27.0,24.4,25.4,28.7,25.8,26.7,6:25:00 AM,6:07:00 PM,18.86,0.0,0.0,0,0,20.9,34.6,24,4.49,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-21,1,2010,0.0
1/22/2010,1,27.1,23.8,25.2,28.9,25.0,26.4,6:25:00 AM,6:07:00 PM,21.19,0.0,0.0,0,0,21.0,34.2,16,4.87,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-22,1,2010,0.0
1/23/2010,2,27.7,23.9,25.8,29.4,24.9,27.0,6:25:00 AM,6:08:00 PM,21.27,0.0,0.0,0,0,16.6,29.2,36,5.12,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-23,1,2010,0.0
1/24/2010,51,28.3,23.7,25.8,30.4,26.2,27.8,6:25:00 AM,6:08:00 PM,20.85,0.4,0.4,0,3,14.2,26.6,34,4.83,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-24,1,2010,0.0
1/25/2010,51,27.6,24.1,25.8,31.2,27.4,28.8,6:25:00 AM,6:09:00 PM,19.81,0.2,0.2,0,2,17.2,28.8,27,4.09,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-25,1,2010,0.4
1/26/2010,51,27.8,24.1,25.9,31.4,27.4,28.9,6:25:00 AM,6:09:00 PM,20.46,0.7,0.7,0,5,18.2,30.2,35,4.22,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-26,1,2010,0.2
1/27/2010,51,27.2,24.4,25.7,31.4,27.6,28.7,6:25:00 AM,6:09:00 PM,17.68,3.9,3.9,0,22,22.9,36.7,42,3.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-27,1,2010,0.7
1/28/2010,51,27.8,25.2,26.4,30.9,27.2,28.7,6:25:00 AM,6:10:00 PM,20.0,0.6,0.6,0,4,24.2,38.5,43,4.37,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-28,1,2010,3.9
1/29/2010,51,27.6,25.2,26.1,29.9,26.9,27.8,6:25:00 AM,6:10:00 PM,17.24,1.4,1.4,0,7,24.7,38.5,32,4.27,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-29,1,2010,0.6
1/30/2010,51,27.3,25.3,26.1,28.6,26.7,27.6,6:25:00 AM,6:10:00 PM,13.33,1.5,1.5,0,5,25.3,40.0,28,3.79,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-30,1,2010,1.4
1/31/2010,51,27.3,25.6,26.3,29.1,27.0,28.0,6:25:00 AM,6:11:00 PM,15.59,0.3,0.3,0,3,23.5,37.1,22,4.14,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-01-31,1,2010,1.5
2/1/2010,51,28.0,24.9,26.2,30.4,27.0,28.3,6:25:00 AM,6:11:00 PM,16.42,0.7,0.7,0,4,20.9,33.8,24,4.08,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-01,2,2010,0.3
2/2/2010,51,26.8,24.6,25.6,28.3,26.5,27.2,6:25:00 AM,6:11:00 PM,16.0,2.0,2.0,0,8,26.1,43.2,30,3.82,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-02,2,2010,0.7
2/3/2010,2,26.9,24.4,25.5,28.4,26.2,27.1,6:25:00 AM,6:12:00 PM,18.67,0.0,0.0,0,0,23.8,38.2,31,4.26,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-03,2,2010,2.0
2/4/2010,3,27.2,24.4,25.5,29.3,26.1,27.0,6:25:00 AM,6:12:00 PM,19.09,0.0,0.0,0,0,19.2,31.3,32,4.56,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-04,2,2010,0.0
2/5/2010,2,27.7,24.8,26.0,29.1,25.9,27.1,6:25:00 AM,6:12:00 PM,17.69,0.0,0.0,0,0,20.2,32.8,31,4.75,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-05,2,2010,0.0
2/6/2010,3,27.6,24.6,26.1,29.6,25.3,26.8,6:25:00 AM,6:12:00 PM,20.84,0.0,0.0,0,0,24.7,38.5,44,5.51,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-06,2,2010,0.0
2/7/2010,3,27.9,24.3,25.9,29.0,25.1,26.4,6:25:00 AM,6:13:00 PM,19.36,0.0,0.0,0,0,23.2,37.1,40,5.31,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-07,2,2010,0.0
2/8/2010,3,27.4,24.2,25.8,29.0,25.2,27.1,6:24:00 AM,6:13:00 PM,21.64,0.0,0.0,0,0,20.5,33.1,39,5.08,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-08,2,2010,0.0
2/9/2010,3,27.7,24.4,26.2,29.2,26.3,28.5,6:24:00 AM,6:13:00 PM,13.16,0.0,0.0,0,0,15.5,25.2,54,3.59,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-09,2,2010,0.0
2/10/2010,51,27.9,25.4,26.6,31.2,28.3,29.3,6:24:00 AM,6:13:00 PM,17.84,0.6,0.6,0,4,20.1,33.1,45,4.1,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-10,2,2010,0.0
2/11/2010,3,28.3,25.4,26.6,32.0,28.1,29.5,6:24:00 AM,6:14:00 PM,17.52,0.0,0.0,0,0,17.6,29.5,41,3.98,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-11,2,2010,0.6
2/12/2010,3,27.5,25.4,26.4,30.1,28.3,29.1,6:24:00 AM,6:14:00 PM,10.63,0.0,0.0,0,0,19.5,31.3,41,2.95,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-12,2,2010,0.0
2/13/2010,2,28.6,24.8,26.6,32.8,28.1,29.6,6:23:00 AM,6:14:00 PM,19.36,0.0,0.0,0,0,19.1,31.7,44,4.26,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-13,2,2010,0.0
2/14/2010,2,28.5,24.6,26.1,33.1,27.4,29.1,6:23:00 AM,6:14:00 PM,22.68,0.0,0.0,0,0,15.5,27.7,66,4.89,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-14,2,2010,0.0
2/15/2010,2,28.9,24.6,26.8,32.8,27.4,29.2,6:23:00 AM,6:14:00 PM,22.78,0.0,0.0,0,0,15.9,28.4,78,5.34,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-15,2,2010,0.0
2/16/2010,53,27.5,25.6,26.6,29.9,28.6,29.5,6:23:00 AM,6:15:00 PM,10.54,2.9,2.9,0,13,20.2,32.8,47,2.92,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-16,2,2010,0.0
2/17/2010,51,28.5,25.2,26.8,32.1,29.0,30.2,6:22:00 AM,6:15:00 PM,19.2,1.4,1.4,0,8,23.4,37.4,62,4.02,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-17,2,2010,2.9
2/18/2010,3,28.7,24.8,26.4,34.1,28.0,30.0,6:22:00 AM,6:15:00 PM,23.86,0.0,0.0,0,0,13.4,24.5,79,4.96,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-18,2,2010,1.4
2/19/2010,2,29.3,24.7,26.7,34.3,27.8,30.0,6:22:00 AM,6:15:00 PM,24.21,0.0,0.0,0,0,14.8,25.2,85,5.32,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-19,2,2010,0.0
2/20/2010,2,30.0,25.4,27.3,34.9,28.5,30.7,6:22:00 AM,6:15:00 PM,22.27,0.0,0.0,0,0,15.8,25.6,83,5.07,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-20,2,2010,0.0
2/21/2010,2,29.5,25.5,27.2,34.1,28.8,30.4,6:21:00 AM,6:15:00 PM,24.35,0.0,0.0,0,0,16.0,26.6,81,5.37,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-21,2,2010,0.0
2/22/2010,1,29.5,25.8,27.3,34.1,28.9,30.5,6:21:00 AM,6:15:00 PM,24.66,0.0,0.0,0,0,17.9,29.9,82,5.43,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-22,2,2010,0.0
2/23/2010,2,29.8,24.7,26.9,34.5,28.2,30.4,6:21:00 AM,6:15:00 PM,23.05,0.0,0.0,0,0,13.3,24.1,107,5.06,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-23,2,2010,0.0
2/24/2010,0,30.1,24.3,26.9,35.0,28.1,30.3,6:20:00 AM,6:15:00 PM,25.32,0.0,0.0,0,0,18.7,26.6,125,5.6,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-24,2,2010,0.0
2/25/2010,1,30.5,23.9,27.1,36.3,27.9,30.9,6:20:00 AM,6:15:00 PM,24.84,0.0,0.0,0,0,18.1,29.5,104,5.47,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-25,2,2010,0.0
2/26/2010,1,30.3,24.9,27.1,35.8,28.2,30.8,6:19:00 AM,6:16:00 PM,24.8,0.0,0.0,0,0,16.7,27.7,65,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-26,2,2010,0.0
2/27/2010,1,29.7,24.6,27.1,34.0,28.1,30.2,6:19:00 AM,6:16:00 PM,24.57,0.0,0.0,0,0,16.8,28.4,80,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-27,2,2010,0.0
2/28/2010,3,30.3,25.0,27.2,35.1,28.8,30.9,6:19:00 AM,6:16:00 PM,25.83,0.0,0.0,0,0,14.1,25.2,92,5.56,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-02-28,2,2010,0.0
3/1/2010,3,29.3,24.1,26.5,33.4,27.0,29.6,6:18:00 AM,6:16:00 PM,24.56,0.0,0.0,0,0,14.5,25.6,79,5.24,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-01,3,2010,0.0
3/2/2010,2,28.9,23.4,26.2,32.8,26.5,28.9,6:18:00 AM,6:16:00 PM,25.31,0.0,0.0,0,0,13.7,24.5,67,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-02,3,2010,0.0
3/3/2010,1,29.9,24.1,26.6,34.5,27.1,29.6,6:17:00 AM,6:16:00 PM,26.43,0.0,0.0,0,0,15.7,25.2,93,5.77,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-03,3,2010,0.0
3/4/2010,1,31.4,23.8,27.6,36.9,27.6,31.6,6:17:00 AM,6:16:00 PM,24.08,0.0,0.0,0,0,18.4,32.8,131,5.34,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-04,3,2010,0.0
3/5/2010,1,31.9,25.1,28.3,37.9,29.4,32.3,6:16:00 AM,6:16:00 PM,24.27,0.0,0.0,0,0,18.7,30.2,136,5.63,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-05,3,2010,0.0
3/6/2010,1,32.3,25.4,28.6,37.9,28.1,32.2,6:16:00 AM,6:16:00 PM,25.25,0.0,0.0,0,0,22.4,36.7,160,6.09,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-06,3,2010,0.0
3/7/2010,1,33.0,25.5,28.5,39.1,28.1,32.7,6:15:00 AM,6:16:00 PM,25.07,0.0,0.0,0,0,21.4,35.3,68,5.72,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-07,3,2010,0.0
3/8/2010,1,31.3,25.9,28.3,36.5,30.3,32.2,6:15:00 AM,6:16:00 PM,23.63,0.0,0.0,0,0,18.0,30.2,116,5.46,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-08,3,2010,0.0
3/9/2010,2,31.2,26.2,28.3,35.9,29.5,31.8,6:15:00 AM,6:16:00 PM,23.53,0.0,0.0,0,0,18.4,31.7,101,5.53,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-09,3,2010,0.0
3/10/2010,51,30.8,26.4,28.5,34.6,29.2,31.2,6:14:00 AM,6:16:00 PM,24.18,0.2,0.2,0,1,20.2,34.9,81,6.03,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-10,3,2010,0.0
3/11/2010,51,30.8,26.9,28.6,34.8,29.1,31.3,6:14:00 AM,6:16:00 PM,23.42,0.7,0.7,0,4,21.9,35.6,77,5.99,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-11,3,2010,0.2
3/12/2010,2,30.7,27.3,28.6,34.3,30.0,31.6,6:13:00 AM,6:16:00 PM,21.47,0.0,0.0,0,0,21.0,36.4,68,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-12,3,2010,0.7
3/13/2010,51,30.2,26.9,28.5,34.0,31.0,32.2,6:13:00 AM,6:16:00 PM,20.59,0.9,0.9,0,7,22.7,37.1,70,4.93,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-13,3,2010,0.0
3/14/2010,2,31.3,26.0,28.4,36.8,31.0,32.9,6:12:00 AM,6:16:00 PM,25.12,0.0,0.0,0,0,16.7,28.4,65,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-14,3,2010,0.9
3/15/2010,2,31.6,25.1,28.0,37.1,29.5,32.1,6:12:00 AM,6:16:00 PM,25.97,0.0,0.0,0,0,15.5,26.6,112,5.77,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-15,3,2010,0.0
3/16/2010,1,31.6,24.9,27.9,36.8,29.4,31.9,6:11:00 AM,6:16:00 PM,26.38,0.0,0.0,0,0,16.5,30.2,94,5.87,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-16,3,2010,0.0
3/17/2010,2,30.8,26.1,28.4,34.6,29.7,31.4,6:10:00 AM,6:16:00 PM,24.71,0.0,0.0,0,0,17.6,29.9,69,6.07,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-17,3,2010,0.0
3/18/2010,51,30.4,26.9,28.4,32.8,29.4,31.0,6:10:00 AM,6:15:00 PM,21.52,0.6,0.6,0,4,23.6,38.2,55,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-18,3,2010,0.0
3/19/2010,51,30.9,26.8,28.5,35.1,30.7,32.3,6:09:00 AM,6:15:00 PM,23.88,0.1,0.1,0,1,20.9,35.3,47,5.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-19,3,2010,0.6
3/20/2010,2,31.4,26.3,28.5,36.9,31.5,33.2,6:09:00 AM,6:15:00 PM,25.37,0.0,0.0,0,0,16.0,28.8,54,5.43,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-20,3,2010,0.1
3/21/2010,2,31.9,25.5,28.4,38.1,31.0,33.4,6:08:00 AM,6:15:00 PM,25.79,0.0,0.0,0,0,17.2,29.5,88,5.6,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-21,3,2010,0.0
3/22/2010,2,32.0,25.7,28.5,38.3,30.8,33.4,6:08:00 AM,6:15:00 PM,24.88,0.0,0.0,0,0,16.3,28.4,115,5.46,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-22,3,2010,0.0
3/23/2010,2,32.1,26.0,28.5,37.8,29.7,32.4,6:07:00 AM,6:15:00 PM,26.51,0.0,0.0,0,0,18.1,30.2,119,6.14,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-23,3,2010,0.0
3/24/2010,2,30.9,25.8,28.4,35.8,30.0,32.2,6:07:00 AM,6:15:00 PM,22.49,0.0,0.0,0,0,15.6,27.7,125,5.3,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-24,3,2010,0.0
3/25/2010,51,32.1,27.2,29.2,37.9,30.9,33.6,6:06:00 AM,6:15:00 PM,23.76,0.1,0.1,0,1,19.4,34.6,115,5.61,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-25,3,2010,0.0
3/26/2010,51,32.6,26.8,29.1,38.4,31.4,34.0,6:06:00 AM,6:15:00 PM,23.88,1.2,1.2,0,4,17.4,31.0,129,5.41,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-26,3,2010,0.1
3/27/2010,63,32.5,25.4,27.6,39.3,30.1,32.8,6:05:00 AM,6:15:00 PM,21.54,16.5,16.5,0,11,18.5,34.9,175,4.57,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-27,3,2010,1.2
3/28/2010,51,29.8,25.9,27.9,36.2,31.3,33.3,6:05:00 AM,6:15:00 PM,16.06,0.3,0.3,0,1,12.1,20.5,138,3.55,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-28,3,2010,16.5
3/29/2010,61,30.8,26.3,28.0,39.0,31.3,33.9,6:04:00 AM,6:15:00 PM,21.83,4.5,4.5,0,7,10.7,19.4,181,4.58,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-29,3,2010,0.3
3/30/2010,51,31.1,26.2,28.1,38.5,30.7,33.3,6:04:00 AM,6:15:00 PM,23.94,0.9,0.9,0,5,14.8,26.6,182,5.11,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-30,3,2010,4.5
3/31/2010,53,33.2,26.1,29.0,39.7,30.3,34.0,6:03:00 AM,6:15:00 PM,24.9,0.9,0.9,0,2,14.3,26.3,225,5.59,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-03-31,3,2010,0.9
4/1/2010,2,33.6,26.5,29.6,40.5,30.2,34.5,6:02:00 AM,6:15:00 PM,26.33,0.0,0.0,0,0,18.3,28.1,171,6.1,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-01,4,2010,0.9
4/2/2010,1,32.7,26.9,29.4,41.0,31.9,34.9,6:02:00 AM,6:15:00 PM,26.33,0.0,0.0,0,0,17.4,28.1,117,5.89,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-02,4,2010,0.0
4/3/2010,51,32.1,26.9,29.1,38.9,32.4,34.4,6:01:00 AM,6:15:00 PM,26.04,0.1,0.1,0,1,16.3,25.6,121,5.71,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-03,4,2010,0.0
4/4/2010,51,31.1,26.6,28.7,37.2,31.8,33.8,6:01:00 AM,6:14:00 PM,23.4,0.2,0.2,0,2,17.0,25.9,125,5.12,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-04,4,2010,0.1
4/5/2010,51,31.6,26.7,29.0,38.6,32.6,34.8,6:00:00 AM,6:14:00 PM,24.09,0.1,0.1,0,1,12.8,24.1,126,5.18,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-05,4,2010,0.2
4/6/2010,51,31.1,26.6,28.5,36.6,32.2,33.6,6:00:00 AM,6:14:00 PM,14.21,0.5,0.5,0,3,12.7,25.2,125,3.35,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-06,4,2010,0.1
4/7/2010,63,30.7,25.7,28.0,36.3,30.0,32.8,5:59:00 AM,6:14:00 PM,18.94,11.4,11.4,0,15,14.3,26.6,101,4.17,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-07,4,2010,0.5
4/8/2010,51,31.1,25.9,28.6,37.1,30.8,33.9,5:59:00 AM,6:14:00 PM,22.46,0.5,0.5,0,4,17.4,31.3,120,4.72,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-08,4,2010,11.4
4/9/2010,2,31.0,26.3,28.7,37.1,32.8,34.2,5:58:00 AM,6:14:00 PM,23.66,0.0,0.0,0,0,16.0,27.7,111,5.04,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-09,4,2010,0.5
4/10/2010,3,32.3,26.7,29.3,39.9,32.2,34.5,5:58:00 AM,6:14:00 PM,23.49,0.0,0.0,0,0,19.4,29.2,147,5.43,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-10,4,2010,0.0
4/11/2010,3,32.2,27.4,29.8,38.5,33.0,34.9,5:57:00 AM,6:14:00 PM,24.02,0.0,0.0,0,0,20.2,31.0,147,5.61,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-11,4,2010,0.0
4/12/2010,51,33.3,27.6,29.9,41.1,33.0,35.5,5:57:00 AM,6:14:00 PM,24.69,0.1,0.1,0,1,16.1,26.3,171,5.73,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-12,4,2010,0.0
4/13/2010,51,33.7,27.4,30.1,41.1,33.0,35.7,5:56:00 AM,6:14:00 PM,24.98,1.0,1.0,0,4,15.9,23.0,145,5.77,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-13,4,2010,0.1
4/14/2010,53,33.1,27.2,29.4,39.1,32.3,34.9,5:56:00 AM,6:14:00 PM,20.61,1.5,1.5,0,5,15.5,23.8,196,4.64,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-14,4,2010,1.0
4/15/2010,51,32.6,27.0,29.7,39.6,32.4,34.8,5:55:00 AM,6:14:00 PM,24.35,0.7,0.7,0,3,17.7,28.1,128,5.71,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-15,4,2010,1.5
4/16/2010,61,32.3,26.9,28.8,39.6,31.6,34.4,5:55:00 AM,6:14:00 PM,22.95,2.7,2.7,0,4,13.2,24.5,165,5.06,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-16,4,2010,0.7
4/17/2010,51,31.5,26.6,28.7,39.0,32.0,34.2,5:54:00 AM,6:14:00 PM,21.03,0.2,0.2,0,1,17.6,28.8,171,4.56,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-17,4,2010,2.7
4/18/2010,51,32.4,26.5,29.2,39.4,31.9,34.5,5:54:00 AM,6:14:00 PM,24.5,0.1,0.1,0,1,17.0,31.0,153,5.52,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-18,4,2010,0.2
4/19/2010,53,32.9,26.9,29.5,41.4,31.4,35.1,5:54:00 AM,6:14:00 PM,24.78,1.1,1.1,0,2,11.8,24.1,186,5.56,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-19,4,2010,0.1
4/20/2010,51,33.9,27.1,30.0,41.1,32.1,34.9,5:53:00 AM,6:14:00 PM,25.17,0.1,0.1,0,1,18.6,29.2,168,6.08,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-20,4,2010,1.1
4/21/2010,2,33.8,27.3,30.3,40.2,31.7,35.2,5:53:00 AM,6:14:00 PM,24.8,0.0,0.0,0,0,12.9,26.3,196,5.94,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-21,4,2010,0.1
4/22/2010,51,34.6,27.4,30.2,42.0,31.5,35.7,5:52:00 AM,6:14:00 PM,25.12,0.2,0.2,0,1,15.5,28.1,185,5.83,8.599998,81.20001,7,Sri Lanka,Trincomalee,2010-04-22,4,2010,0.0
